Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018
Otero County,New Mexico,35,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quay County,New Mexico,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rio Arriba County,New Mexico,35,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Roosevelt County,New Mexico,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandoval County,New Mexico,35,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
San Juan County,New Mexico,35,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
San Miguel County,New Mexico,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Fe County,New Mexico,35,49,0,1,0,0,0,0,1,0,1,0,1,3,0,1,0,0,1,1,0
Sierra County,New Mexico,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Socorro County,New Mexico,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taos County,New Mexico,35,55,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
Torrance County,New Mexico,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Union County,New Mexico,35,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valencia County,New Mexico,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,New Mexico,35,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany County,New York,36,1,57,66,165,99,226,307,348,427,638,276,157,364,114,123,104,129,53,155,116
Allegany County,New York,36,3,0,1,1,2,2,1,0,1,2,6,6,3,4,3,1,6,4,14,5
Bronx County,New York,36,5,14,8,9,20,28,27,18,33,73,74,57,39,32,47,49,46,51,47,34
Broome County,New York,36,7,5,0,1,5,5,11,4,3,19,24,22,62,64,109,65,47,63,100,56
Cattaraugus County,New York,36,9,0,0,0,0,0,0,0,0,4,9,3,6,3,4,5,12,12,29,17
Cayuga County,New York,36,11,3,2,1,0,0,2,1,1,0,10,2,2,3,12,7,11,7,20,7
Chautauqua County,New York,36,13,4,2,0,1,2,3,1,2,7,8,3,7,6,9,6,2,4,4,9
Chemung County,New York,36,15,1,0,1,0,0,4,0,2,0,3,1,7,6,25,30,62,94,115,21
Chenango County,New York,36,17,3,0,2,0,0,1,2,7,4,10,8,20,14,34,37,63,44,127,83
Clinton County,New York,36,19,3,5,2,9,5,5,3,1,7,6,9,13,9,38,25,22,30,55,42
Columbia County,New York,36,21,595,647,999,904,404,362,375,318,584,356,220,238,183,216,185,238,202,237,129
Cortland County,New York,36,23,0,1,0,0,0,1,1,3,1,6,4,4,7,8,14,11,25,46,22
Delaware County,New York,36,25,1,2,2,0,2,6,2,4,9,9,8,10,13,23,25,48,55,124,38
Dutchess County,New York,36,27,1086,1121,1720,1283,1076,1398,930,551,1141,413,206,205,132,173,225,171,132,194,292
Erie County,New York,36,29,7,4,4,1,1,10,4,7,8,14,15,14,11,21,30,23,53,89,66
Essex County,New York,36,31,1,2,2,1,2,1,4,6,24,43,24,16,22,83,32,45,75,61,17
Franklin County,New York,36,33,2,0,3,1,0,1,2,1,5,5,7,9,7,18,9,12,15,41,23
Fulton County,New York,36,35,1,1,0,0,1,2,0,1,6,10,3,8,9,23,13,24,6,40,29
Genesee County,New York,36,37,0,0,0,1,0,0,0,0,1,0,0,1,1,2,4,10,6,6,6
Greene County,New York,36,39,97,95,179,119,99,121,147,157,313,247,127,148,114,204,131,156,121,152,69
Hamilton County,New York,36,41,1,0,0,0,1,0,0,3,0,1,1,0,0,1,1,1,2,1,1
Herkimer County,New York,36,43,0,1,3,2,2,2,5,4,11,15,9,12,23,38,20,35,25,48,31
Jefferson County,New York,36,45,4,4,7,1,1,2,14,8,37,49,30,44,43,101,29,18,15,19,14
Kings County,New York,36,47,21,5,13,42,60,71,79,82,178,255,156,178,125,245,285,331,322,381,281
Lewis County,New York,36,49,1,0,0,0,0,0,0,0,2,3,3,2,7,7,4,9,16,19,14
Livingston County,New York,36,51,1,0,1,2,0,1,0,0,2,2,1,5,1,4,1,2,3,14,13
Madison County,New York,36,53,0,2,5,4,3,3,1,0,11,6,8,14,6,35,7,17,29,67,57
Monroe County,New York,36,55,4,3,4,3,4,10,6,10,12,25,13,22,40,89,60,45,53,85,45
Montgomery County,New York,36,57,2,1,1,1,2,3,4,7,25,21,23,30,20,26,18,22,14,42,49
Nassau County,New York,36,59,86,48,82,75,59,122,116,104,40,122,21,30,14,25,25,44,48,30,31
New York County,New York,36,61,107,37,23,105,189,225,170,221,403,528,362,352,262,308,337,326,322,383,264
Niagara County,New York,36,63,2,1,1,3,1,0,1,2,3,5,4,1,1,5,7,5,0,7,2
Oneida County,New York,36,65,5,1,2,2,1,5,3,9,26,14,18,49,36,82,41,32,13,20,24
Onondaga County,New York,36,67,10,5,9,7,11,10,13,10,67,35,29,86,24,45,40,43,18,66,71
Ontario County,New York,36,69,0,1,2,1,2,2,2,3,2,3,5,2,7,18,15,26,21,62,34
Orange County,New York,36,71,611,532,541,587,518,536,467,290,396,419,241,316,189,257,194,206,166,158,145
Orleans County,New York,36,73,0,0,0,1,0,1,0,1,1,0,0,0,0,4,2,3,2,2,5
Oswego County,New York,36,75,2,2,0,4,3,0,1,4,6,4,5,8,17,56,35,51,76,125,34
Otsego County,New York,36,77,2,1,3,2,1,0,2,8,14,13,17,35,32,63,53,39,39,88,45
Putnam County,New York,36,79,290,211,247,303,205,191,149,140,202,133,61,102,76,125,98,122,113,129,168
Queens County,New York,36,81,21,8,11,41,42,46,21,52,104,134,118,117,88,104,103,114,128,149,85
Rensselaer County,New York,36,83,68,88,122,157,200,208,271,349,542,296,148,281,214,310,196,229,188,226,107
Richmond County,New York,36,85,14,5,3,12,37,31,17,29,50,60,34,45,35,39,75,121,123,123,88
Rockland County,New York,36,87,70,97,120,196,167,254,243,200,353,325,99,96,88,108,99,126,53,49,48
St. Lawrence County,New York,36,89,3,1,1,4,2,2,1,10,25,47,33,40,50,155,111,53,57,93,33
Saratoga County,New York,36,91,11,15,15,11,42,69,83,126,364,148,104,170,136,207,67,124,106,121,77
Schenectady County,New York,36,93,7,3,7,13,17,26,22,34,93,38,23,30,18,29,23,38,32,29,19
Schoharie County,New York,36,95,0,2,2,2,2,4,5,11,23,26,14,29,12,31,20,33,30,59,73
Schuyler County,New York,36,97,1,0,1,1,0,0,1,1,1,1,4,7,14,34,9,26,20,46,24
Seneca County,New York,36,99,1,0,1,2,0,2,2,0,0,3,0,8,4,4,2,8,12,18,12
Steuben County,New York,36,101,2,0,0,0,0,1,0,0,5,2,3,4,9,20,23,36,68,105,74
Suffolk County,New York,36,103,581,417,513,288,561,542,190,124,542,216,297,334,240,201,231,256,243,202,193
Sullivan County,New York,36,105,14,8,18,15,39,36,34,69,118,50,38,37,23,26,22,26,21,15,14
Tioga County,New York,36,107,2,3,4,3,3,1,2,3,1,7,16,24,27,61,42,82,65,30,19
Tompkins County,New York,36,109,8,3,5,10,5,3,2,8,42,49,70,145,21,43,29,37,39,72,58
Ulster County,New York,36,111,214,202,334,300,295,400,358,361,778,582,269,193,152,222,197,201,138,179,116
Warren County,New York,36,113,0,3,1,0,9,12,12,20,20,94,34,19,33,76,46,32,28,14,11
Washington County,New York,36,115,1,0,1,5,17,22,56,83,183,181,115,272,77,127,58,68,47,36,17
Wayne County,New York,36,117,1,2,1,0,0,0,0,2,2,1,1,3,2,15,7,13,17,21,15
Westchester County,New York,36,119,280,413,339,746,746,458,263,251,264,207,114,167,71,79,92,150,99,108,113
Wyoming County,New York,36,121,0,1,1,1,0,1,1,1,0,2,1,1,2,1,2,3,3,2,1
Yates County,New York,36,123,1,0,0,1,0,0,1,0,0,0,1,4,5,14,13,23,16,56,32
New York,New York,36,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alamance County,North Carolina,37,1,1,0,0,2,1,0,2,0,1,1,0,0,1,2,2,1,1,2,1
Alexander County,North Carolina,37,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,2,2,1
Alleghany County,North Carolina,37,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,12,10,20
Anson County,North Carolina,37,7,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Ashe County,North Carolina,37,9,0,1,2,5,0,0,0,0,2,0,2,0,0,0,2,4,10,8,15
Avery County,North Carolina,37,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Beaufort County,North Carolina,37,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bertie County,North Carolina,37,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Bladen County,North Carolina,37,17,0,0,0,1,1,0,0,0,0,1,0,0,1,5,0,0,2,0,0
Brunswick County,North Carolina,37,19,0,1,3,1,1,0,1,1,1,0,2,2,3,5,9,4,5,4,4
Buncombe County,North Carolina,37,21,0,0,0,1,1,1,0,0,2,3,1,3,0,4,5,14,17,20,18
Burke County,North Carolina,37,23,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0
Cabarrus County,North Carolina,37,25,0,0,1,5,0,0,0,0,1,0,1,1,4,2,1,3,3,4,1
Caldwell County,North Carolina,37,27,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,3,3,1,1
Camden County,North Carolina,37,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0
Carteret County,North Carolina,37,31,2,0,3,5,4,0,1,0,0,3,0,3,2,2,4,3,3,4,6
Caswell County,North Carolina,37,33,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
Catawba County,North Carolina,37,35,0,0,2,1,2,1,0,0,0,0,0,0,0,0,2,3,1,0,0
Chatham County,North Carolina,37,37,1,2,0,1,1,0,0,2,1,1,3,3,0,5,1,1,1,1,1
Cherokee County,North Carolina,37,39,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Chowan County,North Carolina,37,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Clay County,North Carolina,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland County,North Carolina,37,45,1,0,4,3,1,1,0,0,3,2,1,0,0,0,1,1,0,0,1
Columbus County,North Carolina,37,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Craven County,North Carolina,37,49,1,0,1,1,3,0,0,0,0,1,1,0,3,4,6,7,5,7,2
Cumberland County,North Carolina,37,51,0,0,4,1,5,3,1,1,2,2,2,1,12,8,3,5,13,4,13
Currituck County,North Carolina,37,53,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,1,0
Dare County,North Carolina,37,55,0,0,3,2,0,0,1,1,1,2,0,0,4,0,3,4,3,5,3
Davidson County,North Carolina,37,57,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,3,1
Davie County,North Carolina,37,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Duplin County,North Carolina,37,61,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,1
Durham County,North Carolina,37,63,2,0,6,6,9,3,0,2,1,3,0,0,3,4,1,5,1,4,3
Edgecombe County,North Carolina,37,65,0,1,7,1,0,0,0,0,0,1,0,0,0,1,0,1,1,2,1
Forsyth County,North Carolina,37,67,1,1,2,2,0,0,0,0,3,16,1,2,3,8,10,4,14,9,7
Franklin County,North Carolina,37,69,2,1,0,1,1,1,0,0,0,3,0,0,0,1,4,3,1,1,1
Gaston County,North Carolina,37,71,2,0,1,0,7,0,0,0,0,0,1,1,1,0,0,2,1,7,1
Gates County,North Carolina,37,73,0,1,2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
Graham County,North Carolina,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Granville County,North Carolina,37,77,0,1,0,1,0,0,0,0,0,2,1,2,2,6,1,1,3,2,1
Greene County,North Carolina,37,79,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
Guilford County,North Carolina,37,81,1,0,0,2,1,0,2,0,2,0,4,3,6,11,15,14,4,8,2
Halifax County,North Carolina,37,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harnett County,North Carolina,37,85,0,0,2,0,2,0,0,3,0,3,0,0,1,3,3,5,3,1,4
Haywood County,North Carolina,37,87,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,3,1,1
Henderson County,North Carolina,37,89,0,3,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,1,0
Hertford County,North Carolina,37,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Hoke County,North Carolina,37,93,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Hyde County,North Carolina,37,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Iredell County,North Carolina,37,97,2,0,6,7,16,4,0,0,0,1,2,2,3,4,1,3,6,11,3
Jackson County,North Carolina,37,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Johnston County,North Carolina,37,101,1,4,4,1,0,2,0,0,2,0,0,1,2,2,1,0,1,1,2
Jones County,North Carolina,37,103,0,0,3,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0
Lee County,North Carolina,37,105,0,1,1,1,0,0,0,0,2,1,0,0,0,0,2,1,3,0,1
Lenoir County,North Carolina,37,107,0,0,3,2,1,0,0,0,0,2,1,1,1,2,1,0,1,0,0
Lincoln County,North Carolina,37,109,0,0,2,0,0,0,1,3,0,6,0,0,1,1,3,9,2,0,1
McDowell County,North Carolina,37,111,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Macon County,North Carolina,37,113,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0
Madison County,North Carolina,37,115,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,4,3
Martin County,North Carolina,37,117,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Mecklenburg County,North Carolina,37,119,0,1,6,21,10,0,3,1,2,3,5,3,7,5,5,15,13,19,7
Mitchell County,North Carolina,37,121,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,2
Montgomery County,North Carolina,37,123,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,1,0
Moore County,North Carolina,37,125,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,4,2
Nash County,North Carolina,37,127,0,0,1,4,1,0,0,3,0,1,2,2,0,1,0,0,1,3,2
New Hanover County,North Carolina,37,129,2,3,5,8,1,0,0,0,1,0,4,3,0,3,2,1,5,2,3
Northampton County,North Carolina,37,131,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,0,1
Onslow County,North Carolina,37,133,8,1,28,7,4,7,1,10,0,3,4,1,3,2,2,3,6,3,5
Orange County,North Carolina,37,135,0,0,3,3,5,2,2,2,1,9,10,8,5,1,0,9,2,6,4
Pamlico County,North Carolina,37,137,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,1
Pasquotank County,North Carolina,37,139,0,0,3,0,0,0,0,0,0,2,2,1,1,2,3,0,1,0,0
Pender County,North Carolina,37,141,0,0,0,2,1,0,1,0,0,0,2,1,1,2,1,2,2,0,1
Perquimans County,North Carolina,37,143,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,2,1,0
Person County,North Carolina,37,145,0,0,1,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1
Pitt County,North Carolina,37,147,0,0,1,1,0,0,0,0,2,2,3,1,2,0,6,1,3,9,2
Polk County,North Carolina,37,149,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Randolph County,North Carolina,37,151,1,0,2,1,1,1,0,0,1,0,0,1,2,7,6,11,5,6,1
Richmond County,North Carolina,37,153,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Robeson County,North Carolina,37,155,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,0
Rockingham County,North Carolina,37,157,0,0,0,0,0,1,1,0,0,0,0,1,0,2,3,7,9,6,2
Rowan County,North Carolina,37,159,0,0,0,2,0,0,0,0,3,0,0,0,1,2,0,2,4,6,3
Rutherford County,North Carolina,37,161,0,2,0,2,0,0,1,2,0,3,0,0,2,0,1,0,1,1,1
Sampson County,North Carolina,37,163,0,0,1,0,0,0,0,0,0,3,1,3,0,2,4,3,3,4,2
Scotland County,North Carolina,37,165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
Stanly County,North Carolina,37,167,0,0,0,1,0,0,0,1,0,0,2,0,3,4,4,1,1,4,0
Stokes County,North Carolina,37,169,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10,6,3,4
Surry County,North Carolina,37,171,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,9,7,8,5
Swain County,North Carolina,37,173,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Transylvania County,North Carolina,37,175,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Tyrrell County,North Carolina,37,177,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
Union County,North Carolina,37,179,0,1,1,4,3,0,0,2,0,1,1,1,3,9,4,3,9,9,3
Vance County,North Carolina,37,181,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,1,0
Wake County,North Carolina,37,183,13,12,14,33,23,18,6,7,3,5,17,15,13,24,16,22,27,43,25
Warren County,North Carolina,37,185,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
Washington County,North Carolina,37,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Watauga County,North Carolina,37,189,0,0,1,2,1,0,0,0,2,0,0,1,1,1,3,2,5,7,7
Wayne County,North Carolina,37,191,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0
Wilkes County,North Carolina,37,193,0,0,1,0,0,0,0,0,0,1,0,2,2,2,7,4,4,7,2
Wilson County,North Carolina,37,195,0,0,0,0,3,0,0,1,1,2,1,1,0,1,0,1,2,0,1
Yadkin County,North Carolina,37,197,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,0,2
Yancey County,North Carolina,37,199,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
North Carolina,North Carolina,37,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams County,North Dakota,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Barnes County,North Dakota,38,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
Benson County,North Dakota,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Billings County,North Dakota,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bottineau County,North Dakota,38,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1
Bowman County,North Dakota,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burke County,North Dakota,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burleigh County,North Dakota,38,15,0,0,0,0,0,0,0,2,0,0,1,1,0,5,0,2,3,5,4
Cass County,North Dakota,38,17,0,0,1,0,0,2,2,2,7,7,16,9,11,14,5,14,14,18,16
Cavalier County,North Dakota,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dickey County,North Dakota,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Divide County,North Dakota,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dunn County,North Dakota,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddy County,North Dakota,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emmons County,North Dakota,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Foster County,North Dakota,38,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Golden Valley County,North Dakota,38,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grand Forks County,North Dakota,38,35,1,0,0,0,0,0,0,4,2,4,5,8,2,3,3,7,7,10,2
Grant County,North Dakota,38,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Griggs County,North Dakota,38,39,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Hettinger County,North Dakota,38,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidder County,North Dakota,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
LaMoure County,North Dakota,38,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Logan County,North Dakota,38,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McHenry County,North Dakota,38,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McIntosh County,North Dakota,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
McKenzie County,North Dakota,38,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
McLean County,North Dakota,38,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Mercer County,North Dakota,38,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morton County,North Dakota,38,59,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,2
Mountrail County,North Dakota,38,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson County,North Dakota,38,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oliver County,North Dakota,38,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pembina County,North Dakota,38,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1
Pierce County,North Dakota,38,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramsey County,North Dakota,38,71,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0
Ransom County,North Dakota,38,73,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Renville County,North Dakota,38,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richland County,North Dakota,38,77,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,1,0
Rolette County,North Dakota,38,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sargent County,North Dakota,38,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sheridan County,North Dakota,38,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sioux County,North Dakota,38,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slope County,North Dakota,38,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stark County,North Dakota,38,89,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
Steele County,North Dakota,38,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stutsman County,North Dakota,38,93,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
Towner County,North Dakota,38,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Traill County,North Dakota,38,97,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0
Walsh County,North Dakota,38,99,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1,2,0
Ward County,North Dakota,38,101,1,0,0,0,0,0,1,1,0,0,1,2,0,0,1,1,2,4,2
Wells County,North Dakota,38,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Williams County,North Dakota,38,105,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1
North Dakota,North Dakota,38,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adams County,Ohio,39,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Allen County,Ohio,39,3,1,0,0,0,0,0,0,1,0,1,0,0,3,1,0,0,1,0,0
Ashland County,Ohio,39,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,5,0,0,2
Ashtabula County,Ohio,39,7,4,0,1,0,1,1,0,0,0,0,0,2,0,1,0,1,3,0,1
Athens County,Ohio,39,9,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0
Auglaize County,Ohio,39,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Belmont County,Ohio,39,13,1,1,0,0,1,0,1,1,0,0,0,2,0,0,0,2,4,23,21
Brown County,Ohio,39,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Butler County,Ohio,39,17,6,3,1,1,0,1,0,1,1,2,3,0,1,1,0,5,1,3,4
Carroll County,Ohio,39,19,0,0,0,0,0,2,1,0,1,0,2,0,1,0,1,2,0,6,5
Champaign County,Ohio,39,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Clark County,Ohio,39,23,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,2
Clermont County,Ohio,39,25,1,0,3,1,1,1,0,0,0,0,0,1,1,4,0,1,4,2,1
Clinton County,Ohio,39,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Columbiana County,Ohio,39,29,0,1,2,2,1,0,0,1,1,0,0,0,5,0,5,5,6,9,16
Coshocton County,Ohio,39,31,0,0,0,3,0,1,0,0,0,0,1,2,0,0,1,7,3,5,7
Crawford County,Ohio,39,33,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuyahoga County,Ohio,39,35,8,4,8,5,4,3,4,5,8,8,2,3,4,6,12,13,14,19,25
Darke County,Ohio,39,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defiance County,Ohio,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Delaware County,Ohio,39,41,2,3,6,1,1,1,0,1,1,3,2,2,5,4,10,6,1,4,8
Erie County,Ohio,39,43,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Fairfield County,Ohio,39,45,0,0,0,1,0,0,1,1,0,1,0,1,1,5,2,1,3,12,2
Fayette County,Ohio,39,47,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Franklin County,Ohio,39,49,4,2,5,3,9,5,5,2,1,6,5,7,7,16,18,19,16,16,15
Fulton County,Ohio,39,51,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Gallia County,Ohio,39,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
